state_name,region_code,code
Baden-Württemberg,77000-77999,77728 - Oppenau
Baden-Württemberg,77000-77999,77731 - Willstaett
Baden-Württemberg,77000-77999,77736 - Zell
Baden-Württemberg,77000-77999,77740 - Bad Peterstal-Griesbach
Baden-Württemberg,77000-77999,77743 - Neuried
Baden-Württemberg,77000-77999,77746 - Schutterwald
Baden-Württemberg,77000-77999,77749 - Hohberg
Baden-Württemberg,77000-77999,77756 - Hausach
Baden-Württemberg,77000-77999,77761 - Schiltach
Baden-Württemberg,77000-77999,77767 - Appenweier
Baden-Württemberg,77000-77999,77770 - Durbach
Baden-Württemberg,77000-77999,77773 - Schenkenzell
Baden-Württemberg,77000-77999,77776 - Bad Rippoldsau-Schapbach
Baden-Württemberg,77000-77999,77781 - Biberach
Baden-Württemberg,77000-77999,77784 - Oberharmersbach
Baden-Württemberg,77000-77999,77787 - Nordrach
Baden-Württemberg,77000-77999,77790 - Steinach
Baden-Württemberg,77000-77999,77791 - Berghaupten
Baden-Württemberg,77000-77999,77793 - Gutach
Baden-Württemberg,77000-77999,77794 - Lautenbach
Baden-Württemberg,77000-77999,77796 - Muehlenbach
Baden-Württemberg,77000-77999,77797 - Ohlsbach
Baden-Württemberg,77000-77999,77799 - Ortenberg
Baden-Württemberg,77000-77999,77815 - Buehl
Baden-Württemberg,77000-77999,77830 - Buehlertal
Baden-Württemberg,77000-77999,77833 - Ottersweier
Baden-Württemberg,77000-77999,77836 - Rheinmuenster
Baden-Württemberg,77000-77999,77839 - Lichtenau
Baden-Württemberg,77000-77999,77855 - Achern
Baden-Württemberg,77000-77999,77866 - Rheinau
Baden-Württemberg,77000-77999,77871 - Renchen
Baden-Württemberg,77000-77999,77876 - Kappelrodeck
Baden-Württemberg,77000-77999,77880 - Sasbach
Baden-Württemberg,77000-77999,77883 - Ottenhoefen
Baden-Württemberg,77000-77999,77886 - Lauf
Baden-Württemberg,77000-77999,77887 - Sasbachwalden
Baden-Württemberg,77000-77999,77889 - Seebach
Baden-Württemberg,77000-77999,77933 - Lahr
Baden-Württemberg,77000-77999,77948 - Friesenheim
Baden-Württemberg,77000-77999,77955 - Ettenheim
Baden-Württemberg,77000-77999,77960 - Seelbach
Baden-Württemberg,77000-77999,77963 - Schwanau
Baden-Württemberg,77000-77999,77966 - Kappel-Grafenhausen
Baden-Württemberg,77000-77999,77971 - Kippenheim
Baden-Württemberg,77000-77999,77972 - Mahlberg
Baden-Württemberg,77000-77999,77974 - Meissenheim
Baden-Württemberg,77000-77999,77975 - Ringsheim
Baden-Württemberg,77000-77999,77977 - Rust
Baden-Württemberg,77000-77999,77978 - Schuttertal
Baden-Württemberg,78000-78999,78048 - Villingen-Schwenningen
Baden-Württemberg,78000-78999,78050 - Villingen-Schwenningen
Baden-Württemberg,78000-78999,78052 - Villingen-Schwenningen
Baden-Württemberg,78000-78999,78054 - Villingen-Schwenningen
Baden-Württemberg,78000-78999,78056 - Villingen-Schwenningen
Baden-Württemberg,78000-78999,78073 - Bad Duerrheim
Baden-Württemberg,78000-78999,78078 - Niedereschach
Baden-Württemberg,78000-78999,78083 - Dauchingen
Baden-Württemberg,78000-78999,78083 - Ebersteinerhof
Baden-Württemberg,78000-78999,78086 - Brigachtal
Baden-Württemberg,78000-78999,78087 - Moenchweiler
Baden-Württemberg,78000-78999,78089 - Unterkirnach
Baden-Württemberg,78000-78999,78098 - Triberg
Baden-Württemberg,78000-78999,78112 - St. Georgen
Baden-Württemberg,78000-78999,78112 - Schoren
Baden-Württemberg,78000-78999,78120 - Furtwangen
Baden-Württemberg,78000-78999,78126 - Koenigsfeld
Baden-Württemberg,78000-78999,78132 - Hornberg
Baden-Württemberg,78000-78999,78136 - Schonach
Baden-Württemberg,78000-78999,78141 - Schoenwald
Baden-Württemberg,78000-78999,78144 - Tennenbronn
Baden-Württemberg,78000-78999,78147 - Voehrenbach
Baden-Württemberg,78000-78999,78148 - Guetenbach
Baden-Württemberg,78000-78999,78166 - Donaueschingen
Baden-Württemberg,78000-78999,78176 - Blumberg
Baden-Württemberg,78000-78999,78183 - Huefingen
Baden-Württemberg,78000-78999,78187 - Geisingen
Baden-Württemberg,78000-78999,78194 - Immendingen
Baden-Württemberg,78000-78999,78199 - Braeunlingen
Baden-Württemberg,78000-78999,78224 - Singen
Baden-Württemberg,78000-78999,78234 - Engen
Baden-Württemberg,78000-78999,78239 - Rielasingen-Worblingen
Baden-Württemberg,78000-78999,78244 - Gottmadingen
Baden-Württemberg,78000-78999,78247 - Hilzingen
Baden-Württemberg,78000-78999,78250 - Tengen
Baden-Württemberg,78000-78999,78253 - Eigeltingen
Baden-Württemberg,78000-78999,78256 - Steisslingen
Baden-Württemberg,78000-78999,78259 - Muehlhausen-Ehingen
Baden-Württemberg,78000-78999,78262 - Gailingen
Baden-Württemberg,78000-78999,78266 - Buesingen
Baden-Württemberg,78000-78999,78267 - Aach
Baden-Württemberg,78000-78999,78269 - Volkertshausen
Baden-Württemberg,78000-78999,78315 - Radolfzell
Baden-Württemberg,78000-78999,78333 - Stockach
Baden-Württemberg,78000-78999,78337 - Öhningen
Baden-Württemberg,78000-78999,78343 - Gaienhofen
Baden-Württemberg,78000-78999,78345 - Moos
Baden-Württemberg,78000-78999,78351 - Bodman-Ludwigshafen
Baden-Württemberg,78000-78999,78354 - Sipplingen
Baden-Württemberg,78000-78999,78355 - Hohenfels
Baden-Württemberg,78000-78999,78357 - Muehlingen
Baden-Württemberg,78000-78999,78359 - Orsingen-Nenzingen
Baden-Württemberg,78000-78999,78462 - Konstanz
Baden-Württemberg,78000-78999,78464 - Konstanz
Baden-Württemberg,78000-78999,78465 - Insel Mainau
Baden-Württemberg,78000-78999,78465 - Konstanz
Baden-Württemberg,78000-78999,78467 - Konstanz
Baden-Württemberg,78000-78999,78476 - Allensbach
Baden-Württemberg,78000-78999,78479 - Reichenau
Baden-Württemberg,78000-78999,78532 - Tuttlingen
Baden-Württemberg,78000-78999,78549 - Spaichingen
Baden-Württemberg,78000-78999,78554 - Aldingen
Baden-Württemberg,78000-78999,78554 - Erlenmuehle
Baden-Württemberg,78000-78999,78554 - Michelhoelzle
Baden-Württemberg,78000-78999,78559 - Gosheim
Baden-Württemberg,78000-78999,78564 - Reichenbach
Baden-Württemberg,78000-78999,78564 - Wehingen
Baden-Württemberg,78000-78999,78567 - Fridingen
Baden-Württemberg,78000-78999,78567 - Scheuerlehof
Baden-Württemberg,78000-78999,78570 - Muehlheim
Baden-Württemberg,78000-78999,78573 - Wurmlingen
Baden-Württemberg,78000-78999,78576 - Emmingen-Liptingen
Baden-Württemberg,78000-78999,78579 - Neuhausen
Baden-Württemberg,78000-78999,78580 - Baerenthal
Baden-Württemberg,78000-78999,78580 - Hammer
Baden-Württemberg,78000-78999,78582 - Balgheim
Baden-Württemberg,78000-78999,78583 - Boettingen
Baden-Württemberg,78000-78999,78585 - Bubsheim
Baden-Württemberg,78000-78999,78586 - Deilingen
Baden-Württemberg,78000-78999,78588 - Denkingen
Baden-Württemberg,78000-78999,78589 - Duerbheim
Baden-Württemberg,78000-78999,78591 - Durchhausen
Baden-Württemberg,78000-78999,78592 - Egesheim
Baden-Württemberg,78000-78999,78594 - Gunningen
Baden-Württemberg,78000-78999,78595 - Hausen
Baden-Württemberg,78000-78999,78597 - Irndorf
Baden-Württemberg,78000-78999,78598 - Koenigsheim
Baden-Württemberg,78000-78999,78600 - Kolbingen
Baden-Württemberg,78000-78999,78601 - Mahlstetten
Baden-Württemberg,78000-78999,78603 - Renquishausen
Baden-Württemberg,78000-78999,78604 - Rietheim-Weilheim
Baden-Württemberg,78000-78999,78606 - Seitingen-Oberflacht
Baden-Württemberg,78000-78999,78607 - Talheim
Baden-Württemberg,78000-78999,78609 - Tuningen
Baden-Württemberg,78000-78999,78628 - Hochhalden
Baden-Württemberg,78000-78999,78628 - Rottweil
Baden-Württemberg,78000-78999,78647 - Trossingen
Baden-Württemberg,78000-78999,78652 - Deisslingen
Baden-Württemberg,78000-78999,78652 - Unterrotenstein
Baden-Württemberg,78000-78999,78652 - Wildenstein
Baden-Württemberg,78000-78999,78655 - Dunningen
Baden-Württemberg,78000-78999,78658 - Zimmern
Baden-Württemberg,78000-78999,78661 - Dietingen
Baden-Württemberg,78000-78999,78662 - Boesingen
Baden-Württemberg,78000-78999,78664 - Eschbronn
Baden-Württemberg,78000-78999,78665 - Frittlingen
Baden-Württemberg,78000-78999,78667 - Hochwald
Baden-Württemberg,78000-78999,78667 - Villingendorf
Baden-Württemberg,78000-78999,78669 - Wellendingen
Baden-Württemberg,78000-78999,78713 - Gifizenmoos
Baden-Württemberg,78000-78999,78713 - Schramberg
Baden-Württemberg,78000-78999,78727 - Oberndorf
Baden-Württemberg,78000-78999,78730 - Lauterbach
Baden-Württemberg,78000-78999,78730 - Schlosshof
Baden-Württemberg,78000-78999,78730 - Wolfsbuehl
Baden-Württemberg,78000-78999,78733 - Aichhalden
Baden-Württemberg,78000-78999,78733 - Breitreute
Baden-Württemberg,78000-78999,78733 - Neuhaus
Baden-Württemberg,78000-78999,78736 - Epfendorf
Baden-Württemberg,78000-78999,78737 - Fluorn-Winzeln
Baden-Württemberg,78000-78999,78739 - Hardt
Baden-Württemberg,79000-79999,79098 - Freiburg
Baden-Württemberg,79000-79999,79100 - Freiburg
Baden-Württemberg,79000-79999,79102 - Freiburg
Baden-Württemberg,79000-79999,79104 - Freiburg
Baden-Württemberg,79000-79999,79106 - Freiburg
Baden-Württemberg,79000-79999,79108 - Freiburg
Baden-Württemberg,79000-79999,79110 - Freiburg
Baden-Württemberg,79000-79999,79111 - Freiburg
Baden-Württemberg,79000-79999,79112 - Freiburg
Baden-Württemberg,79000-79999,79114 - Freiburg
Baden-Württemberg,79000-79999,79115 - Freiburg
Baden-Württemberg,79000-79999,79117 - Freiburg
Baden-Württemberg,79000-79999,79183 - Waldkirch
Baden-Württemberg,79000-79999,79189 - Bad Krozingen
Baden-Württemberg,79000-79999,79194 - Gundelfingen
Baden-Württemberg,79000-79999,79194 - Heuweiler
Baden-Württemberg,79000-79999,79199 - Kirchzarten
Baden-Württemberg,79000-79999,79206 - Breisach
Baden-Württemberg,79000-79999,79211 - Denzlingen
Baden-Württemberg,79000-79999,79215 - Biederbach
Baden-Württemberg,79000-79999,79215 - Elzach
Baden-Württemberg,79000-79999,79219 - Staufen
Baden-Württemberg,79000-79999,79224 - Umkirch
Baden-Württemberg,79000-79999,79227 - Schallstadt
Baden-Württemberg,79000-79999,79232 - March
Baden-Württemberg,79000-79999,79235 - Vogtsburg
Baden-Württemberg,79000-79999,79238 - Ehrenkirchen
Baden-Württemberg,79000-79999,79241 - Ihringen
Baden-Württemberg,79000-79999,79244 - Muenstertal
Baden-Württemberg,79000-79999,79249 - Merzhausen
Baden-Württemberg,79000-79999,79252 - Stegen
Baden-Württemberg,79000-79999,79254 - Oberried
Baden-Württemberg,79000-79999,79256 - Buchenbach
Baden-Württemberg,79000-79999,79258 - Hartheim
Baden-Württemberg,79000-79999,79261 - Gutach
Baden-Württemberg,79000-79999,79263 - Simonswald
Baden-Württemberg,79000-79999,79268 - Boetzingen
Baden-Württemberg,79000-79999,79271 - St. Peter
Baden-Württemberg,79000-79999,79274 - St. Maergen
Baden-Württemberg,79000-79999,79276 - Reute
Baden-Württemberg,79000-79999,79279 - Voerstetten
Baden-Württemberg,79000-79999,79280 - Au
Baden-Württemberg,79000-79999,79282 - Ballrechten-Dottingen
Baden-Württemberg,79000-79999,79283 - Bollschweil
Baden-Württemberg,79000-79999,79285 - Ebringen
Baden-Württemberg,79000-79999,79286 - Glottertal
Baden-Württemberg,79000-79999,79288 - Gottenheim
Baden-Württemberg,79000-79999,79289 - Horben
Baden-Württemberg,79000-79999,79291 - Merdingen
Baden-Württemberg,79000-79999,79292 - Pfaffenweiler
Baden-Württemberg,79000-79999,79294 - Soelden
Baden-Württemberg,79000-79999,79295 - Sulzburg
Baden-Württemberg,79000-79999,79297 - Winden
Baden-Württemberg,79000-79999,79299 - Wittnau
Baden-Württemberg,79000-79999,79312 - Emmendingen
Baden-Württemberg,79000-79999,79312 - Landeck
Baden-Württemberg,79000-79999,79331 - Teningen
Baden-Württemberg,79000-79999,79336 - Herbolzheim
Baden-Württemberg,79000-79999,79341 - Kenzingen
Baden-Württemberg,79000-79999,79346 - Endingen
Baden-Württemberg,79000-79999,79348 - Freiamt
Baden-Württemberg,79000-79999,79350 - Sexau
Baden-Württemberg,79000-79999,79353 - Bahlingen
Baden-Württemberg,79000-79999,79356 - Eichstetten
Baden-Württemberg,79000-79999,79359 - Riegel
Baden-Württemberg,79000-79999,79361 - Sasbach
Baden-Württemberg,79000-79999,79362 - Forchheim
Baden-Württemberg,79000-79999,79364 - Malterdingen
Baden-Württemberg,79000-79999,79365 - Rheinhausen
Baden-Württemberg,79000-79999,79367 - Weisweil
Baden-Württemberg,79000-79999,79369 - Wyhl
Baden-Württemberg,79000-79999,79379 - Muellheim
Baden-Württemberg,79000-79999,79395 - Neuenburg
Baden-Württemberg,79000-79999,79400 - Kandern
Baden-Württemberg,79000-79999,79410 - Badenweiler
Baden-Württemberg,79000-79999,79415 - Bad Bellingen
Baden-Württemberg,79000-79999,79418 - Schliengen
Baden-Württemberg,79000-79999,79423 - Heitersheim
Baden-Württemberg,79000-79999,79424 - Auggen
Baden-Württemberg,79000-79999,79426 - Buggingen
Baden-Württemberg,79000-79999,79427 - Eschbach
Baden-Württemberg,79000-79999,79429 - Malsburg-Marzell
Baden-Württemberg,79000-79999,79539 - Loerrach
Baden-Württemberg,79000-79999,79540 - Loerrach
Baden-Württemberg,79000-79999,79541 - Loerrach
Baden-Württemberg,79000-79999,79576 - Weil am Rhein
Baden-Württemberg,79000-79999,79585 - Steinen
Baden-Württemberg,79000-79999,79588 - Efringen-Kirchen
Baden-Württemberg,79000-79999,79589 - Binzen
Baden-Württemberg,79000-79999,79591 - Eimeldingen
Baden-Württemberg,79000-79999,79592 - Fischingen
Baden-Württemberg,79000-79999,79594 - Inzlingen
Baden-Württemberg,79000-79999,79595 - Ruemmingen
Baden-Württemberg,79000-79999,79597 - Schallbach
Baden-Württemberg,79000-79999,79599 - Wittlingen
Baden-Württemberg,79000-79999,79618 - Rheinfelden
Baden-Württemberg,79000-79999,79639 - Grenzach-Wyhlen
Baden-Württemberg,79000-79999,79650 - Schopfheim
Baden-Württemberg,79000-79999,79664 - Wehr
Baden-Württemberg,79000-79999,79669 - Zell
Baden-Württemberg,79000-79999,79674 - Todtnau
Baden-Württemberg,79000-79999,79677 - Aitern
Baden-Württemberg,79000-79999,79677 - Boellen
Baden-Württemberg,79000-79999,79677 - Froehnd
Baden-Württemberg,79000-79999,79677 - Schoenau
Baden-Württemberg,79000-79999,79677 - Schoenenberg
Baden-Württemberg,79000-79999,79677 - Tunau
Baden-Württemberg,79000-79999,79677 - Wembach
Baden-Württemberg,79000-79999,79682 - Todtmoos
Baden-Württemberg,79000-79999,79683 - Buerchau
Baden-Württemberg,79000-79999,79685 - Haeg-Ehrsberg
Baden-Württemberg,79000-79999,79686 - Hasel
Baden-Württemberg,79000-79999,79688 - Hausen
Baden-Württemberg,79000-79999,79689 - Maulburg
Baden-Württemberg,79000-79999,79691 - Neuenweg
Baden-Württemberg,79000-79999,79692 - Elbenschwand
Baden-Württemberg,79000-79999,79692 - Raich
Baden-Württemberg,79000-79999,79692 - Sallneck
Baden-Württemberg,79000-79999,79692 - Tegernau
Baden-Württemberg,79000-79999,79694 - Utzenfeld
Baden-Württemberg,79000-79999,79695 - Wieden
Baden-Württemberg,79000-79999,79697 - Wies
Baden-Württemberg,79000-79999,79699 - Wieslet
Baden-Württemberg,79000-79999,79713 - Bad Saeckingen
Baden-Württemberg,79000-79999,79725 - Laufenburg
Baden-Württemberg,79000-79999,79730 - Murg
Baden-Württemberg,79000-79999,79733 - Goerwihl
Baden-Württemberg,79000-79999,79736 - Rickenbach
Baden-Württemberg,79000-79999,79737 - Herrischried
Baden-Württemberg,79000-79999,79739 - Schwoerstadt
Baden-Württemberg,79000-79999,79761 - Waldshut-Tiengen
Baden-Württemberg,79000-79999,79771 - Klettgau
Baden-Württemberg,79000-79999,79774 - Albbruck
Baden-Württemberg,79000-79999,79777 - šhlingen-Birkendorf
Baden-Württemberg,79000-79999,79780 - Stuehlingen
Baden-Württemberg,79000-79999,79787 - Lauchringen
Baden-Württemberg,79000-79999,79790 - Kuessaberg
Baden-Württemberg,79000-79999,79793 - Wutoeschingen
Baden-Württemberg,79000-79999,79798 - Jestetten
Baden-Württemberg,79000-79999,79801 - Hohentengen
Baden-Württemberg,79000-79999,79802 - Dettighofen
Baden-Württemberg,79000-79999,79804 - Dogern
Baden-Württemberg,79000-79999,79805 - Eggingen
Baden-Württemberg,79000-79999,79807 - Lottstetten
Baden-Württemberg,79000-79999,79809 - Weilheim
Baden-Württemberg,79000-79999,79822 - Titisee-Neustadt
Baden-Württemberg,79000-79999,79837 - Haeusern
Baden-Württemberg,79000-79999,79837 - Ibach
Baden-Württemberg,79000-79999,79837 - Oberkutterau
Baden-Württemberg,79000-79999,79837 - St. Blasien
Baden-Württemberg,79000-79999,79843 - Loeffingen
Baden-Württemberg,79000-79999,79848 - Bonndorf
Baden-Württemberg,79000-79999,79853 - Lenzkirch
Baden-Württemberg,79000-79999,79856 - Hinterzarten
Baden-Württemberg,79000-79999,79859 - Schluchsee
Baden-Württemberg,79000-79999,79862 - Hoechenschwand
Baden-Württemberg,79000-79999,79865 - Grafenhausen
Baden-Württemberg,79000-79999,79868 - Feldberg
Baden-Württemberg,79000-79999,79871 - Eisenbach
Baden-Württemberg,79000-79999,79872 - Bernau
Baden-Württemberg,79000-79999,79874 - Breitnau
Baden-Württemberg,79000-79999,79875 - Dachsberg
Baden-Württemberg,79000-79999,79875 - Luchle
Baden-Württemberg,79000-79999,79877 - Friedenweiler
Baden-Württemberg,79000-79999,79879 - Wutach
Baden-Württemberg,88000-88999,88001-88048 - Friedrichshafen
Baden-Württemberg,88000-88999,88074 - Meckenbeuren
Baden-Württemberg,88000-88999,88069 - Tettnang
Baden-Württemberg,88000-88999,88099 - Neukirch
Baden-Württemberg,88000-88999,88131 - Lindau
Baden-Württemberg,88000-88999,88181 – 88214 - Ravensburg
Baden-Württemberg,88000-88999,88239 - Wangen im Allgäu
Baden-Württemberg,88000-88999,88250 - Weingarten
Baden-Württemberg,88000-88999,88263 - Horgenzell
Baden-Württemberg,88000-88999,88268 - Wilhelmsdorf
Baden-Württemberg,88000-88999,88381-88400 - Biberach
Baden-Württemberg,88000-88999,88486 - Kirchberg an der Iller
Baden-Württemberg,88000-88999,88669 - Markdorf
Bavaria,63000-63999,63916 - Amorbach
Bavaria,80000-80999,80xxx - München
Bavaria,81000-81999,81000 - 81373 - München (may exist well into the 81900s)
Bavaria,81000-81999,81663 - EADS
Bavaria,82000-82999,82256 - Fürstenfeldbruck
Bavaria,82000-82999,82442 - Saulgrub
Bavaria,82000-82999,82467 - Garmisch-Partenkirchen
Bavaria,82000-82999,82515 - Wolfratshausen
Bavaria,84000-84999,84001-84036 - Landshut
Bavaria,84000-84999,84001 - Landshut
Bavaria,84000-84999,84026 - Landshut (centre)
Bavaria,84000-84999,84036 - Landshut
Bavaria,85000-85999,85049 - Ingolstadt
Bavaria,85000-85999,85077 - Manching
Bavaria,85000-85999,85221 - Dachau
Bavaria,85000-85999,85256 - Vierkirchen
Bavaria,85000-85999,85354 - Freising
Bavaria,85000-85999,85356 - Freising
Bavaria,85000-85999,85653 - Aying
Bavaria,86000-86999,86000-86199 - Augsburg
Bavaria,86000-86999,86000 - Augsburg
Bavaria,86000-86999,86150 - Augsburg (centre)
Bavaria,86000-86999,86199 - Augsburg
Bavaria,86000-86999,86316 - Friedberg
Bavaria,86000-86999,86381 - Krumbach (Schwaben)
Bavaria,86000-86999,86478 - Garching
Bavaria,86000-86999,86899 - Landsberg Am Lech
Bavaria,87000-87999,87448 - Waltenhofen
Bavaria,89000-89999,89420 - Höchstädt an der Donau
Bavaria,90000-90999,"903xx, 904xx - Nürnberg"
Bavaria,90000-90999,905xx - Nürnberg southeastern suburbs
Bavaria,91000-91999,91001-91058 - Erlangen
Bavaria,91000-91999,91001 - Erlangen
Bavaria,91000-91999,91052 - Erlangen (centre)
Bavaria,91000-91999,91058 - Erlangen
Bavaria,91000-91999,91077 - Neunkirchen am Brand
Bavaria,91000-91999,91126 - Schwabach
Bavaria,91000-91999,91154 - Roth
Bavaria,91000-91999,91174 / 91161 - Hilpoltstein
Bavaria,91000-91999,91183 - Abenberg
Bavaria,91000-91999,91189 - Rohr
Bavaria,91000-91999,91275 - Auerbach in der Oberpfalz
Bavaria,91000-91999,91522 - Ansbach
Bavaria,92000-92999,92224 - Amberg
Bavaria,92000-92999,92242 - Hirschau
Bavaria,92000-92999,92281 - Königstein (Oberpfalz)
Bavaria,92000-92999,92331 - Parsberg
Bavaria,92000-92999,92342 - Freystadt
Bavaria,92000-92999,92366 - Hohenfels
Bavaria,92000-92999,92421 - Schwandorf
Bavaria,92000-92999,92436 - Bruck in der Oberpfalz
Bavaria,92000-92999,92627 - Weiden in der Oberpfalz
Bavaria,92000-92999,92665 - Altenstadt an der Waldnaab
Bavaria,93000-93999,93001-93059 - Regensburg
Bavaria,93000-93999,93001 - Regensburg
Bavaria,93000-93999,93047 - Regensburg (centre)
Bavaria,93000-93999,93055 - Regensburg
Bavaria,93000-93999,93164 - Brunn
Bavaria,94000-94999,94034 - Passau
Bavaria,94000-94999,94569 - Stephanspoching
Bavaria,95000-95999,95401-95448 - Bayreuth
Bavaria,95000-95999,95401 - Bayreuth
Bavaria,95000-95999,95444 - Bayreuth (center)
Bavaria,95000-95999,95448 - Bayreuth
Bavaria,95000-95999,95632 - Wunsiedel
